               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.046436,            0.014299,           0.0060251,             0.75398,             0.60472,             0.64838,             0.27278,            0.042335,            0.011648,           0.0032366,           0.0079824,           0.0079824,           0.0079824
                 159,            0.046478,             0.01623,           0.0052476,             0.78018,             0.62699,             0.67269,             0.30213,             0.03995,            0.011457,           0.0032347,           0.0079588,           0.0079588,           0.0079588
                 160,            0.045179,            0.015444,           0.0047819,             0.79571,             0.62533,             0.68635,             0.30804,            0.039237,            0.011447,           0.0032748,            0.007935,            0.007935,            0.007935
                 161,            0.047308,            0.014977,           0.0051266,             0.76995,             0.65075,             0.68865,             0.31945,            0.039596,            0.011507,           0.0032146,           0.0079112,           0.0079112,           0.0079112
                 162,            0.043872,             0.01503,           0.0049372,             0.76269,             0.67366,             0.70079,              0.3112,            0.039709,              0.0115,           0.0029168,           0.0078873,           0.0078873,           0.0078873
                 163,            0.045555,            0.015478,           0.0044794,             0.79815,              0.6464,             0.71306,             0.31664,             0.04048,            0.011332,           0.0029068,           0.0078633,           0.0078633,           0.0078633
                 164,            0.046074,            0.014538,           0.0046444,             0.74944,              0.6308,             0.67634,             0.30321,            0.040185,            0.011179,            0.003047,           0.0078392,           0.0078392,           0.0078392
                 165,            0.044382,            0.014198,           0.0047959,             0.78539,             0.64736,             0.69809,             0.31275,             0.04099,            0.011289,           0.0032564,            0.007815,            0.007815,            0.007815
                 166,            0.046511,            0.014792,           0.0052207,             0.79623,             0.61935,             0.68137,             0.30769,            0.040485,            0.011179,           0.0029999,           0.0077907,           0.0077907,           0.0077907
                 167,            0.045001,            0.015291,           0.0043029,             0.84544,             0.63784,             0.70698,             0.32271,             0.03967,            0.011172,           0.0027885,           0.0077663,           0.0077663,           0.0077663
                 168,            0.046028,            0.014663,           0.0050922,              0.7491,             0.67724,             0.69816,             0.31482,            0.040038,            0.011219,           0.0027954,           0.0077418,           0.0077418,           0.0077418
                 169,            0.045164,            0.014734,           0.0052798,             0.80108,              0.6432,             0.70552,             0.32257,            0.038526,             0.01127,           0.0027039,           0.0077173,           0.0077173,           0.0077173
                 170,             0.04481,            0.014809,           0.0040347,             0.80438,             0.63243,              0.7082,             0.32583,             0.03866,            0.011043,           0.0027271,           0.0076926,           0.0076926,           0.0076926
                 171,            0.045821,            0.015246,           0.0052691,             0.78519,             0.64056,             0.69657,             0.32279,            0.038193,            0.011255,           0.0029216,           0.0076679,           0.0076679,           0.0076679
                 172,            0.047375,            0.014132,           0.0043209,             0.74736,             0.62541,             0.66746,             0.29837,            0.040127,            0.011402,            0.003327,           0.0076431,           0.0076431,           0.0076431
                 173,             0.04616,            0.014691,           0.0048814,              0.7769,             0.64659,             0.69418,              0.3216,            0.039031,            0.011395,           0.0026581,           0.0076182,           0.0076182,           0.0076182
                 174,            0.044039,            0.014946,           0.0048951,             0.79576,             0.65174,             0.70835,             0.33117,            0.039713,             0.01127,           0.0027342,           0.0075932,           0.0075932,           0.0075932
                 175,            0.045835,            0.014448,           0.0045644,             0.82927,             0.62354,             0.70066,             0.31683,              0.0394,            0.011257,           0.0029386,           0.0075681,           0.0075681,           0.0075681
                 176,            0.044317,            0.015216,           0.0041442,             0.83329,             0.63542,             0.71609,             0.35006,             0.03729,            0.011115,           0.0028205,            0.007543,            0.007543,            0.007543
                 177,            0.043208,            0.014751,           0.0037457,             0.83058,             0.65327,             0.72074,             0.34114,            0.036929,            0.010938,           0.0026035,           0.0075177,           0.0075177,           0.0075177
                 178,            0.045053,            0.014261,           0.0037944,             0.78098,             0.67909,             0.72448,               0.338,            0.038482,            0.011068,           0.0026497,           0.0074924,           0.0074924,           0.0074924
                 179,            0.043079,            0.014797,           0.0043321,             0.82061,             0.66531,             0.72538,             0.34454,            0.037253,            0.011255,           0.0027178,            0.007467,            0.007467,            0.007467
                 180,            0.043542,            0.014423,           0.0044572,             0.85221,             0.65938,             0.73588,             0.34297,            0.036884,            0.010867,           0.0028126,           0.0074416,           0.0074416,           0.0074416
                 181,            0.043792,            0.014952,           0.0045269,             0.83625,             0.68679,             0.74788,             0.35237,            0.036031,            0.010855,           0.0026597,            0.007416,            0.007416,            0.007416
                 182,            0.042708,            0.014973,           0.0038172,             0.84681,             0.67209,             0.74647,             0.37253,            0.035846,            0.010584,             0.00253,           0.0073904,           0.0073904,           0.0073904
                 183,            0.043003,            0.015438,           0.0038679,             0.85091,             0.66359,             0.74626,              0.3627,            0.036038,            0.010611,           0.0026179,           0.0073647,           0.0073647,           0.0073647
                 184,            0.042669,             0.01521,           0.0035303,             0.82292,             0.70928,              0.7631,             0.36941,             0.03606,            0.010641,           0.0023743,           0.0073389,           0.0073389,           0.0073389
                 185,            0.042231,            0.014322,           0.0045245,             0.81617,             0.70429,             0.75068,             0.35459,            0.035847,            0.010823,           0.0024659,           0.0073131,           0.0073131,           0.0073131
                 186,            0.043545,            0.015037,           0.0041176,             0.81206,             0.69269,             0.73428,             0.34091,            0.036975,            0.010757,           0.0024246,           0.0072872,           0.0072872,           0.0072872
                 187,            0.043217,            0.014404,           0.0034878,             0.81787,             0.70249,             0.75051,             0.36002,            0.036434,            0.010785,           0.0024868,           0.0072612,           0.0072612,           0.0072612
                 188,            0.043109,            0.014696,           0.0040632,             0.83448,             0.71228,             0.75419,             0.35252,            0.036651,             0.01073,           0.0025194,           0.0072351,           0.0072351,           0.0072351
                 189,            0.042312,            0.014851,           0.0041825,             0.85059,             0.67318,              0.7502,             0.36153,            0.036429,            0.010737,            0.002491,            0.007209,            0.007209,            0.007209
                 190,            0.045728,            0.013869,           0.0033267,             0.84367,             0.70868,             0.76842,             0.35617,            0.036472,            0.010724,           0.0023342,           0.0071828,           0.0071828,           0.0071828
                 191,            0.043279,            0.014226,           0.0038718,             0.86914,             0.67827,             0.76665,             0.35924,            0.035386,            0.010658,           0.0024105,           0.0071566,           0.0071566,           0.0071566
                 192,            0.043117,            0.014909,           0.0041158,             0.81427,             0.68433,             0.73045,             0.35253,            0.035929,             0.01069,           0.0023084,           0.0071302,           0.0071302,           0.0071302
                 193,            0.043606,            0.014116,           0.0031899,             0.84962,             0.69531,             0.76705,             0.36715,            0.036037,            0.010667,           0.0021485,           0.0071039,           0.0071039,           0.0071039
                 194,            0.041607,            0.013685,           0.0030653,             0.85741,             0.71055,              0.7787,              0.3846,            0.035331,            0.010518,           0.0021041,           0.0070774,           0.0070774,           0.0070774
                 195,             0.04173,            0.014201,           0.0037272,             0.84673,             0.73017,             0.78024,               0.382,            0.035625,            0.010444,           0.0022032,           0.0070509,           0.0070509,           0.0070509
                 196,            0.041928,            0.013754,           0.0034608,             0.83079,             0.72819,             0.77409,             0.38295,            0.035258,            0.010339,           0.0022101,           0.0070243,           0.0070243,           0.0070243
                 197,            0.042295,            0.014166,           0.0028263,             0.86296,              0.7234,             0.78805,              0.3914,            0.034511,            0.010184,           0.0020271,           0.0069977,           0.0069977,           0.0069977
                 198,            0.042952,             0.01364,           0.0035238,             0.86873,              0.6972,             0.78237,             0.38393,            0.035591,            0.010221,           0.0020656,            0.006971,            0.006971,            0.006971
                 199,            0.043684,            0.013699,           0.0031981,             0.80013,              0.7516,             0.78184,             0.38261,            0.034541,            0.010242,           0.0020812,           0.0069442,           0.0069442,           0.0069442
                 200,            0.041636,            0.013633,           0.0035257,             0.88099,             0.72738,             0.79502,             0.38044,            0.035269,            0.010149,            0.002128,           0.0069174,           0.0069174,           0.0069174
                 201,            0.040641,            0.013951,           0.0034454,              0.8332,             0.66986,             0.73222,             0.35095,              0.0364,            0.010946,           0.0025236,           0.0068906,           0.0068906,           0.0068906
                 202,            0.041473,            0.014476,           0.0038713,             0.89113,             0.70291,             0.79679,             0.38811,            0.034737,            0.010402,           0.0022427,           0.0068637,           0.0068637,           0.0068637
                 203,            0.042189,            0.014132,           0.0038436,             0.89788,             0.71616,             0.79238,             0.38227,            0.034934,            0.010362,           0.0020889,           0.0068367,           0.0068367,           0.0068367
                 204,            0.040054,              0.0136,           0.0035472,             0.85888,             0.70342,             0.77795,             0.36993,            0.034134,            0.010189,           0.0019534,           0.0068097,           0.0068097,           0.0068097
                 205,            0.041537,            0.013965,           0.0030262,             0.83586,             0.73709,             0.78244,             0.38422,            0.034361,             0.01018,           0.0020409,           0.0067826,           0.0067826,           0.0067826
                 206,            0.040298,            0.013927,             0.00317,              0.8382,             0.73933,             0.78386,             0.39878,            0.035504,            0.010184,           0.0019996,           0.0067555,           0.0067555,           0.0067555
                 207,            0.041914,            0.013965,           0.0032221,             0.81791,             0.73502,             0.76839,             0.37507,            0.036592,            0.010234,           0.0020979,           0.0067283,           0.0067283,           0.0067283
                 208,            0.042313,            0.013864,           0.0032487,             0.85604,             0.73636,             0.79574,             0.39517,            0.034673,            0.010246,             0.00205,           0.0067011,           0.0067011,           0.0067011
                 209,            0.041257,            0.013465,           0.0036411,             0.87874,             0.70421,             0.78354,             0.39071,            0.034859,            0.010315,           0.0020995,           0.0066738,           0.0066738,           0.0066738
                 210,            0.040659,            0.014472,           0.0032076,              0.8645,             0.71414,             0.79226,             0.38717,            0.034619,            0.010314,           0.0021248,           0.0066465,           0.0066465,           0.0066465
                 211,            0.039529,             0.01401,           0.0036465,             0.83544,             0.74828,             0.79052,             0.37959,             0.03411,            0.010025,           0.0020392,           0.0066191,           0.0066191,           0.0066191
                 212,            0.040461,            0.014213,           0.0035718,             0.84716,             0.73461,              0.7909,             0.39162,            0.034691,           0.0099248,           0.0019245,           0.0065917,           0.0065917,           0.0065917
                 213,            0.041533,            0.014307,           0.0029097,             0.83419,             0.75178,             0.79664,             0.39311,            0.033768,            0.010243,           0.0019639,           0.0065642,           0.0065642,           0.0065642
                 214,            0.040059,            0.013371,           0.0032813,             0.85586,             0.75902,             0.82334,             0.40026,            0.033311,            0.010103,           0.0018841,           0.0065368,           0.0065368,           0.0065368
                 215,            0.040159,            0.013372,           0.0041652,             0.83822,             0.74352,             0.80325,             0.41306,            0.033729,            0.010006,           0.0019128,           0.0065092,           0.0065092,           0.0065092
                 216,            0.039787,            0.013779,           0.0029045,              0.8693,              0.7414,             0.79911,             0.41163,            0.033282,           0.0099296,           0.0018969,           0.0064816,           0.0064816,           0.0064816
                 217,            0.039864,            0.013466,           0.0033353,             0.86711,             0.73653,             0.80517,             0.39473,            0.034032,            0.010023,           0.0019566,            0.006454,            0.006454,            0.006454
                 218,            0.039815,            0.013537,           0.0028988,             0.84986,             0.73288,             0.78825,             0.39513,            0.033927,            0.010154,           0.0019473,           0.0064264,           0.0064264,           0.0064264
                 219,            0.039381,            0.014109,            0.003094,             0.84649,             0.73908,             0.79704,             0.39412,              0.0332,            0.010285,           0.0018696,           0.0063987,           0.0063987,           0.0063987
                 220,            0.040369,            0.013136,           0.0036245,             0.88763,             0.69875,             0.78537,             0.39088,            0.034241,            0.010142,           0.0018584,            0.006371,            0.006371,            0.006371
                 221,            0.039941,            0.013727,           0.0037251,             0.85967,             0.72259,             0.79803,             0.40331,            0.032746,            0.010082,           0.0018583,           0.0063432,           0.0063432,           0.0063432
                 222,            0.039447,            0.014075,           0.0029804,             0.83625,              0.7713,             0.81217,             0.41555,             0.03233,           0.0098584,           0.0018223,           0.0063154,           0.0063154,           0.0063154
                 223,            0.041083,            0.014133,            0.002647,             0.88037,             0.74621,             0.81462,             0.41411,              0.0332,           0.0098709,           0.0018043,           0.0062876,           0.0062876,           0.0062876
                 224,            0.040091,            0.014039,           0.0029433,             0.85076,             0.75788,             0.81901,             0.43162,            0.032232,           0.0097955,           0.0018183,           0.0062598,           0.0062598,           0.0062598
                 225,            0.039204,            0.012941,            0.002633,             0.83001,             0.71843,             0.77609,              0.3968,            0.033798,            0.010246,           0.0020006,           0.0062319,           0.0062319,           0.0062319
                 226,            0.038486,            0.013596,           0.0031114,             0.89765,             0.75729,             0.82688,             0.43914,            0.032587,           0.0098122,           0.0018803,            0.006204,            0.006204,            0.006204
                 227,            0.040009,            0.013341,           0.0025244,             0.85849,             0.76961,             0.81613,              0.4168,            0.032898,           0.0098234,           0.0017897,            0.006176,            0.006176,            0.006176
                 228,            0.039353,            0.014067,           0.0024692,             0.88495,             0.76534,             0.81721,             0.43708,            0.032789,           0.0097657,             0.00181,            0.006148,            0.006148,            0.006148
                 229,            0.038706,            0.013255,           0.0025774,             0.90845,             0.75311,             0.83487,             0.44135,            0.031533,           0.0097566,           0.0017926,           0.0061201,           0.0061201,           0.0061201
                 230,            0.039398,            0.013731,           0.0028012,             0.86642,             0.75467,              0.8164,              0.4115,            0.032112,           0.0098857,           0.0018416,            0.006092,            0.006092,            0.006092
                 231,            0.039918,            0.013385,           0.0028161,             0.85002,             0.74672,             0.80075,             0.40066,            0.033212,           0.0099959,           0.0021414,            0.006064,            0.006064,            0.006064
                 232,             0.03983,            0.013443,           0.0030658,             0.89412,             0.76719,             0.82402,             0.42306,            0.032738,           0.0098118,           0.0019952,           0.0060359,           0.0060359,           0.0060359
                 233,            0.039785,            0.012905,           0.0033073,             0.85884,             0.74103,             0.80246,             0.42005,            0.034832,            0.010155,           0.0021127,           0.0060079,           0.0060079,           0.0060079
                 234,            0.040234,            0.014484,           0.0035282,             0.89455,             0.74791,             0.83119,             0.42866,            0.032267,           0.0098045,           0.0019429,           0.0059798,           0.0059798,           0.0059798
                 235,            0.038397,            0.013487,           0.0028311,             0.89527,             0.74683,             0.83108,             0.42845,              0.0325,           0.0099315,           0.0019949,           0.0059516,           0.0059516,           0.0059516
                 236,            0.040384,             0.01436,           0.0031706,             0.86994,             0.76759,             0.81957,             0.41624,            0.033208,            0.009933,           0.0018985,           0.0059235,           0.0059235,           0.0059235
                 237,            0.039031,            0.013614,           0.0025061,             0.86486,             0.77596,              0.8313,             0.42833,            0.032306,           0.0098844,           0.0017558,           0.0058953,           0.0058953,           0.0058953
                 238,            0.039497,            0.013303,           0.0028525,             0.90556,             0.76064,             0.83919,             0.42663,            0.032202,           0.0098654,           0.0017425,           0.0058672,           0.0058672,           0.0058672
                 239,            0.039396,            0.013277,           0.0032607,             0.83257,              0.7909,              0.8285,             0.43663,            0.031422,           0.0097349,           0.0018167,            0.005839,            0.005839,            0.005839
                 240,             0.03676,             0.01339,           0.0030273,             0.89876,             0.76922,             0.83057,             0.44577,            0.031389,           0.0095827,           0.0017393,           0.0058108,           0.0058108,           0.0058108
                 241,            0.037683,            0.013621,           0.0027586,             0.88003,             0.77223,             0.83432,             0.43988,            0.031337,           0.0097101,           0.0017873,           0.0057826,           0.0057826,           0.0057826
                 242,            0.039694,            0.014126,           0.0028366,             0.85328,             0.77053,             0.82025,             0.43791,            0.031732,           0.0096587,           0.0017712,           0.0057543,           0.0057543,           0.0057543
                 243,            0.037716,             0.01325,           0.0027538,             0.89944,             0.79205,             0.84805,             0.44696,            0.030942,           0.0095512,           0.0016669,           0.0057261,           0.0057261,           0.0057261
                 244,            0.037031,             0.01354,            0.004179,             0.88816,             0.78252,             0.83515,             0.44101,            0.030494,           0.0095912,           0.0016688,           0.0056979,           0.0056979,           0.0056979
                 245,            0.038345,            0.013044,           0.0027924,             0.91284,             0.76681,             0.84511,             0.43834,            0.031284,           0.0096309,           0.0016417,           0.0056696,           0.0056696,           0.0056696
                 246,             0.03775,            0.013451,           0.0026155,             0.86657,             0.77799,              0.8211,             0.43206,            0.032199,           0.0095531,           0.0016245,           0.0056413,           0.0056413,           0.0056413
                 247,            0.037984,            0.013615,           0.0025334,             0.90645,             0.77614,             0.84568,             0.45791,            0.031063,           0.0094295,            0.001625,           0.0056131,           0.0056131,           0.0056131
                 248,            0.036858,            0.013182,           0.0026833,             0.88892,             0.77741,             0.85035,             0.44673,            0.030961,           0.0095402,           0.0015787,           0.0055848,           0.0055848,           0.0055848
                 249,            0.038196,            0.013685,           0.0028776,             0.88662,             0.78347,             0.84507,             0.45217,            0.030467,           0.0095167,           0.0014994,           0.0055565,           0.0055565,           0.0055565
                 250,            0.038233,             0.01286,           0.0031223,             0.87479,             0.78396,               0.836,             0.45695,            0.030559,           0.0095143,           0.0015176,           0.0055283,           0.0055283,           0.0055283
                 251,             0.03799,            0.013438,           0.0028231,             0.90023,             0.77666,             0.85025,             0.46326,            0.029527,            0.009396,           0.0015672,              0.0055,              0.0055,              0.0055
                 252,            0.037726,            0.013291,           0.0025547,             0.89173,             0.79794,             0.86353,             0.46223,             0.02945,             0.00936,            0.001701,           0.0054717,           0.0054717,           0.0054717
                 253,            0.036967,            0.013602,           0.0033552,               0.919,             0.76929,             0.84207,             0.46172,            0.029727,           0.0093326,            0.001716,           0.0054435,           0.0054435,           0.0054435
                 254,            0.037475,            0.012544,           0.0026573,             0.89641,             0.80356,             0.84947,             0.46298,             0.02991,           0.0093733,           0.0016813,           0.0054152,           0.0054152,           0.0054152
                 255,            0.037738,            0.013488,           0.0031073,             0.93081,             0.77711,             0.85723,             0.46267,            0.029988,           0.0093054,           0.0016058,           0.0053869,           0.0053869,           0.0053869
                 256,            0.038077,            0.013073,           0.0026121,             0.92899,             0.76183,             0.85018,             0.45185,            0.029944,           0.0094496,           0.0015696,           0.0053587,           0.0053587,           0.0053587
                 257,            0.036572,            0.012959,           0.0022927,             0.91919,             0.79356,             0.86108,             0.44857,            0.029947,           0.0094059,           0.0015336,           0.0053304,           0.0053304,           0.0053304
                 258,            0.036166,            0.012684,           0.0025125,             0.89283,             0.81856,             0.86469,             0.46371,            0.030014,           0.0093454,           0.0014954,           0.0053021,           0.0053021,           0.0053021
                 259,            0.035284,            0.012937,           0.0020942,             0.89494,             0.81605,             0.86845,             0.47297,            0.029483,           0.0091934,           0.0014964,           0.0052739,           0.0052739,           0.0052739
                 260,             0.03538,            0.012852,           0.0024722,             0.91209,             0.80345,             0.86196,             0.47993,             0.02889,            0.009133,           0.0014547,           0.0052457,           0.0052457,           0.0052457
                 261,            0.036624,            0.013023,           0.0023055,             0.90077,             0.80335,             0.85709,             0.47931,            0.028921,           0.0090532,           0.0014525,           0.0052174,           0.0052174,           0.0052174
                 262,             0.03698,            0.012751,            0.002445,              0.8831,             0.80614,             0.86121,             0.47598,            0.029104,           0.0090224,           0.0014652,           0.0051892,           0.0051892,           0.0051892
                 263,             0.03646,            0.013161,           0.0024606,             0.91267,             0.78688,             0.85883,             0.48202,            0.029331,           0.0090607,            0.001482,            0.005161,            0.005161,            0.005161
                 264,            0.037714,            0.012837,           0.0029663,             0.92588,             0.77853,             0.86059,             0.47128,             0.02944,           0.0091982,            0.001505,           0.0051328,           0.0051328,           0.0051328
                 265,            0.035486,            0.012878,           0.0024994,             0.91528,              0.7922,             0.86588,             0.48083,            0.028781,            0.009119,           0.0015083,           0.0051047,           0.0051047,           0.0051047
                 266,            0.036732,            0.013239,           0.0022328,             0.93606,             0.81073,             0.88682,             0.48928,            0.028906,           0.0090032,           0.0014762,           0.0050765,           0.0050765,           0.0050765
                 267,            0.035958,            0.012619,           0.0021604,             0.91638,             0.81479,             0.87715,             0.49239,            0.028425,           0.0090459,           0.0014304,           0.0050484,           0.0050484,           0.0050484
                 268,            0.035108,            0.012583,           0.0021261,             0.90778,              0.7773,              0.8603,             0.47748,            0.029006,           0.0091716,           0.0014378,           0.0050202,           0.0050202,           0.0050202
                 269,            0.036002,            0.012363,           0.0021513,              0.8683,             0.80971,             0.85282,             0.47441,             0.02867,           0.0090729,           0.0014192,           0.0049921,           0.0049921,           0.0049921
                 270,            0.038097,            0.013026,           0.0026915,             0.90763,             0.81325,             0.86816,             0.47871,            0.028862,           0.0089798,           0.0013799,           0.0049641,           0.0049641,           0.0049641
                 271,            0.036349,            0.013299,           0.0022542,             0.91672,             0.81876,             0.88314,             0.48761,             0.02861,           0.0089441,           0.0014242,            0.004936,            0.004936,            0.004936
                 272,            0.035199,            0.013102,           0.0023165,             0.89987,             0.80774,             0.87333,             0.47621,            0.029486,           0.0090227,           0.0015004,            0.004908,            0.004908,            0.004908
                 273,            0.036391,            0.012215,           0.0021979,             0.89431,              0.8264,             0.87231,             0.48172,            0.029019,           0.0090656,           0.0015169,           0.0048799,           0.0048799,           0.0048799
                 274,            0.036108,             0.01302,           0.0027313,             0.92294,             0.80236,             0.87007,             0.48796,            0.028641,           0.0090387,           0.0015056,            0.004852,            0.004852,            0.004852
                 275,            0.035742,            0.012648,           0.0023467,             0.90835,             0.81499,             0.87594,             0.48956,            0.028455,           0.0089775,           0.0014994,            0.004824,            0.004824,            0.004824
                 276,            0.036449,            0.012187,           0.0029423,             0.89088,             0.82915,              0.8803,             0.49812,            0.028176,           0.0090094,            0.001463,            0.004796,            0.004796,            0.004796
                 277,             0.03496,            0.012801,           0.0021632,             0.90351,             0.81313,             0.87024,             0.50358,            0.027777,           0.0088914,           0.0013994,           0.0047681,           0.0047681,           0.0047681
                 278,            0.033982,            0.011833,           0.0024629,             0.87884,             0.82593,             0.87129,             0.48941,            0.028369,           0.0088804,           0.0013355,           0.0047402,           0.0047402,           0.0047402
                 279,            0.035483,            0.013158,           0.0020456,             0.90677,             0.81069,             0.87066,             0.49312,            0.027978,           0.0089451,            0.001333,           0.0047124,           0.0047124,           0.0047124
                 280,             0.03601,             0.01218,           0.0020893,             0.88989,             0.83493,             0.87915,             0.49826,            0.028158,           0.0090062,           0.0013646,           0.0046846,           0.0046846,           0.0046846
                 281,            0.036269,            0.012747,           0.0021064,             0.92571,             0.79237,             0.87506,             0.49967,            0.027847,           0.0088906,           0.0013524,           0.0046568,           0.0046568,           0.0046568
                 282,            0.035809,            0.013062,           0.0024005,             0.90032,             0.81855,              0.8791,             0.50169,            0.027889,           0.0088734,           0.0013942,            0.004629,            0.004629,            0.004629
                 283,            0.034041,            0.011643,           0.0023552,               0.908,             0.80528,             0.86995,             0.50316,            0.027443,           0.0088263,           0.0014134,           0.0046013,           0.0046013,           0.0046013
                 284,            0.033772,            0.012528,           0.0022128,             0.93257,             0.78658,             0.87435,             0.50075,            0.027162,           0.0088712,           0.0013696,           0.0045736,           0.0045736,           0.0045736
                 285,            0.035488,            0.012372,           0.0021611,             0.89448,              0.8302,             0.88363,             0.50705,            0.027588,           0.0087997,            0.001337,            0.004546,            0.004546,            0.004546
                 286,            0.033369,            0.012481,           0.0023267,             0.92699,             0.78133,             0.87193,             0.50226,            0.027298,           0.0087883,           0.0013373,           0.0045184,           0.0045184,           0.0045184
                 287,            0.033718,            0.012374,           0.0021362,              0.8854,             0.84746,             0.88911,             0.52275,            0.026922,           0.0087008,           0.0013176,           0.0044908,           0.0044908,           0.0044908
                 288,            0.034538,            0.012093,           0.0021765,             0.92227,             0.82723,             0.88439,             0.50632,            0.027757,           0.0087548,            0.001288,           0.0044632,           0.0044632,           0.0044632
                 289,            0.034229,            0.012764,           0.0021421,             0.93652,             0.81818,             0.88305,             0.51297,            0.027409,           0.0086145,           0.0013181,           0.0044358,           0.0044358,           0.0044358
                 290,            0.034845,             0.01161,           0.0020256,             0.91845,             0.83421,             0.88477,             0.51264,            0.026975,           0.0086249,           0.0013298,           0.0044083,           0.0044083,           0.0044083
                 291,            0.033236,            0.012387,           0.0020861,             0.90017,             0.84936,              0.8887,             0.51543,            0.027201,           0.0087584,           0.0013273,           0.0043809,           0.0043809,           0.0043809
                 292,            0.034207,            0.011893,           0.0018957,             0.92016,             0.82737,             0.88672,             0.51609,             0.02755,           0.0087504,           0.0013286,           0.0043535,           0.0043535,           0.0043535
                 293,            0.034932,            0.013632,           0.0025639,             0.94508,             0.82158,             0.89313,             0.52371,            0.027034,           0.0087116,           0.0013253,           0.0043262,           0.0043262,           0.0043262
                 294,            0.033354,            0.012018,           0.0022042,             0.91294,             0.84986,             0.89838,             0.52062,            0.026988,           0.0085996,           0.0013161,           0.0042989,           0.0042989,           0.0042989
                 295,            0.034042,            0.011916,           0.0022379,              0.9059,             0.82774,             0.88563,             0.50427,            0.027572,           0.0086427,           0.0013271,           0.0042717,           0.0042717,           0.0042717
                 296,            0.034472,            0.012416,           0.0019404,             0.93471,             0.82856,             0.89037,             0.51977,            0.026853,            0.008543,           0.0012713,           0.0042445,           0.0042445,           0.0042445
                 297,            0.033857,            0.011631,           0.0024996,              0.9115,             0.83835,             0.88775,             0.50859,            0.027054,           0.0086844,           0.0012298,           0.0042174,           0.0042174,           0.0042174
                 298,            0.034245,            0.012919,           0.0021776,             0.93424,             0.82866,             0.89508,             0.51476,            0.026954,            0.008717,           0.0012338,           0.0041903,           0.0041903,           0.0041903
                 299,            0.032503,            0.013057,           0.0019774,             0.92092,             0.82621,             0.88764,             0.51794,            0.026739,           0.0087086,           0.0012211,           0.0041633,           0.0041633,           0.0041633
                 300,            0.033648,            0.012063,           0.0021528,             0.89579,             0.84048,             0.89147,             0.51767,            0.027291,           0.0087039,           0.0012313,           0.0041363,           0.0041363,           0.0041363
                 301,            0.033975,             0.01187,           0.0020284,             0.91186,             0.84303,             0.89298,             0.52984,            0.026039,           0.0084952,           0.0012748,           0.0041094,           0.0041094,           0.0041094
                 302,            0.034743,            0.012076,           0.0022525,             0.92803,             0.83147,              0.8929,             0.52007,             0.02623,           0.0084382,           0.0013524,           0.0040826,           0.0040826,           0.0040826
                 303,            0.034102,            0.012409,           0.0026826,             0.90029,             0.84318,             0.88973,             0.52624,            0.027219,           0.0085748,           0.0013452,           0.0040558,           0.0040558,           0.0040558
                 304,            0.034028,            0.012448,           0.0020836,             0.91034,             0.84532,             0.88943,             0.52278,            0.026767,           0.0085082,           0.0013176,            0.004029,            0.004029,            0.004029
                 305,            0.033487,            0.011624,           0.0017957,             0.91841,             0.84994,             0.89918,             0.51281,             0.02738,           0.0086297,           0.0012978,           0.0040023,           0.0040023,           0.0040023
                 306,            0.033311,            0.012464,            0.002191,             0.91091,             0.85942,             0.90458,             0.52516,            0.026466,           0.0085703,            0.001311,           0.0039757,           0.0039757,           0.0039757
                 307,            0.033429,            0.012298,           0.0020674,             0.89074,             0.86169,             0.89641,             0.52098,            0.026162,           0.0085559,           0.0013566,           0.0039491,           0.0039491,           0.0039491
                 308,            0.030905,            0.013041,           0.0019101,             0.91155,             0.85148,             0.90605,             0.53324,            0.025884,           0.0085635,           0.0013112,           0.0039226,           0.0039226,           0.0039226
                 309,            0.033379,            0.012741,           0.0019002,             0.90395,             0.84322,             0.88605,             0.52102,            0.026402,           0.0085705,           0.0012279,           0.0038961,           0.0038961,           0.0038961
                 310,            0.033379,            0.011288,           0.0019916,             0.89949,             0.84737,             0.88957,             0.52629,             0.02645,           0.0085287,           0.0011919,           0.0038698,           0.0038698,           0.0038698
                 311,            0.033033,            0.011944,           0.0018318,             0.92727,             0.83063,             0.89107,             0.51373,            0.026523,           0.0085322,           0.0011799,           0.0038434,           0.0038434,           0.0038434
                 312,            0.032597,            0.011436,           0.0018884,             0.92306,             0.85168,             0.89771,             0.51864,            0.026495,           0.0085247,           0.0012085,           0.0038172,           0.0038172,           0.0038172
                 313,            0.031901,             0.01268,           0.0019634,              0.9192,             0.84619,             0.89359,              0.5364,            0.025877,           0.0083866,           0.0012732,            0.003791,            0.003791,            0.003791
                 314,            0.033117,            0.012287,           0.0020321,             0.92874,             0.85359,             0.90401,             0.54055,            0.025231,           0.0082565,           0.0012553,           0.0037649,           0.0037649,           0.0037649
                 315,             0.03241,            0.011906,           0.0021386,             0.93808,             0.85642,             0.91385,             0.54358,            0.025026,           0.0082451,           0.0011947,           0.0037388,           0.0037388,           0.0037388
                 316,            0.031866,            0.012553,           0.0022078,             0.93299,              0.8445,             0.90464,             0.54809,             0.02462,           0.0082479,           0.0011539,           0.0037128,           0.0037128,           0.0037128
